journal_name;area
Acta Reumatologica Portuguesa;HS
Acta rheumatologica Scandinavica;LS & HS
Acta rheumatologica Scandinavica. Supplementum;HS
Acta Rhumatologica;HS
Acta rhumatologica Belgica;HS
Acta scientia Sinica = Chung-kuo k'o hsüeh;HS
Acta Scientiae;SSH
Acta Scientiae Veterinariae;HS
Acta Scientiarum - Agronomy;LS
Acta Scientiarum - Animal Sciences;LS
Acta Scientiarum - Biological and Health Sciences;LS & HS
Acta Scientiarum - Biological Sciences;LS
Acta Scientiarum - Education;SSH
Acta Scientiarum - Health Sciences;LS & HS
Acta Scientiarum - Technology;PS
Acta Scientiarum Language and Culture;SSH
Acta Scientiarum Mathematicarum;PS
Acta Scientiarum Naturalium - Academiae Scientiarum Bohemoslovacae Brno;PS
Acta Scientiarum Naturalium Universitatis Normalis Hunanensis;PS
Acta Scientiarum Polonorum, Administratio Locorum;SSH & PS
Acta Scientiarum Polonorum, Hortorum Cultus;LS
Acta Scientiarum Polonorum, Technologia Alimentaria;LS
Acta Sedimentologica Sinica;PS
Acta Seismologica Sinica;PS
Acta Seismologica Sinica English Edition;PS
Acta Silvatica et Lignaria Hungarica;LS
Acta Societatis Botanicorum Poloniae;LS
Acta Societatis Medicorum Upsaliensis;HS
Acta Societatis Medicorum Upsaliensis. Supplementum;HS
Acta Sociologica;SSH
Acta Socio-medica Scandinavica;HS
Acta Socio-medica Scandinavica. Supplement;HS
Acta Stereologica;LS & HS
Acta Stomatologica Belgica;HS
Acta Stomatologica Croatica;HS
Acta Stomatologica Naissi;HS
Acta Tabacaria Sinica;LS
Acta Technica CSAV (Ceskoslovensk Akademie Ved);PS
Acta Technologiae et Legis Medicamenti;LS
Acta Technologica Agriculturae;LS & PS
Acta Theologica;SSH
Acta Therapeutica;HS
Acta Theriologica;LS
Acta Theriologica Sinica;LS
Acta Toxicologica;LS
Acta Tropica;LS & HS
Acta tuberculosea Belgica;HS
Acta Tuberculosea et Pneumologica Belgica;HS
Acta tuberculosea et pneumologica Scandinavica;HS
Acta tuberculosea et pneumologica Scandinavica. Supplementum;HS
Acta tuberculosea Scandinavica;HS
Acta tuberculosea Scandinavica. Supplementum;HS
Acta Turistica;SSH
Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis;LS
Acta Universitatis Agriculturae. Facultas agronomica. Vysoka skola zemedelska v Brne. Fakulta agronomicka;HS
Acta Universitatis Carolinae - Environmentalica;PS
Acta Universitatis Carolinae - Geologica;PS
Acta Universitatis Carolinae Iuridica;SSH
Acta Universitatis Carolinae Studia Territorialia;SSH
Acta Universitatis Carolinae Theologica;SSH
Acta Universitatis Carolinae, Geographica;SSH & PS
Acta Universitatis Carolinae. Medica;HS
Acta Universitatis Carolinae. Medica. Monographia;HS
Acta Universitatis Cibiniensis - Series E: Food Technology;LS & PS
Acta Universitatis Palackianae Olomucensis Facultatis Medicae;HS
Acta Universitatis Palackianae Olomucensis, Gymnica;HS
Acta Universitatis Sapientiae, Mathematica;PS
Acta Universitatis Sapientiae, Philologica;SSH
Acta Universitatis Wratislaviensis, Studia Geograficzne;SSH & PS
Acta Urologica Belgica;HS
Acta Urologica Italica;HS
Acta Urologica Japonica;HS
Acta Veterinaria;HS
Acta veterinaria Academiae Scientiarum Hungaricae;HS
Acta Veterinaria Brasilica;HS
Acta Veterinaria Brno;HS
Acta Veterinaria Eurasia;HS
Acta Veterinaria Hungarica;HS
Acta Veterinaria Scandinavica;HS
Acta Veterinaria Scandinavica, Supplement;HS
Acta Virologica;LS & HS
Acta vitaminologica;HS
Acta Vitaminologica et Enzymologica;HS
Acta Vulnologica;HS
Acta Zoologica;LS
Acta Zoologica Academiae Scientiarum Hungaricae;LS
Acta Zoologica Bulgarica;LS
Acta Zoologica Fennica;PS
Acta Zoologica Hungarica;PS
Acta Zoologica Lituanica;LS
Acta Zoologica Sinica;PS
Actas Dermo-Sifiliograficas;HS
Actas Espanolas de Psiquiatria;HS
Actas Luso-Espanolas de Neurologia Psiquiatria y Ciencias Afines;LS & HS
Actas luso-espanolas de neurologia y psiquiatria;HS
Actas Urologicas Espanolas;HS
Actes de la recherche en sciences sociales;SSH
Action contre le SIDA;HS
Action in Teacher Education;SSH
Action Learning: Research and Practice;SSH
Action Research;SSH
Active and Passive Electronic Components;PS
Active Learning in Higher Education;SSH
Active Volcanoes of the World;PS
Actividad Dietetica;LS & HS
Activitas Nervosa Superior;LS & HS
Activitas Nervosa Superior;LS & HS
Activitas Nervosa Superior Rediviva;LS
Activities, Adaptation and Aging;HS
Actual Problems of Economics;SSH
Actual Problems of Theory and History of Art;SSH
Actualidad Juridica Iberoamericana;SSH
Actualite Chimique;PS
Actualites cardiologiques et angeiologiques internationales;HS
Actualites hepato-gastro-enterologiques;HS
Actualites Pharmaceutiques;LS & HS
Actualites Pharmaceutiques Hospitalieres;LS
Actualites Reproduction Humaine;HS
Actualizaciones en Anestesiologia y Reanimacion;HS
Actualizaciones en Osteologia;HS
Actuators;PS
Actuel Marx;SSH
Acupuncture and Electro-Therapeutics Research;LS & HS
Acupuncture in Medicine;HS
Acustica;PS
Acute and Critical Care;HS
Acute Cardiac Care;HS
Acute Care;HS
Acute Coronary Syndromes;HS
Acute Medicine;HS
Acute Pain;HS
Ad Hoc Networks;PS
Ad Limina;SSH
AD nurse;HS
ADA forecast;HS
Ada user;PS
Ada User Journal;PS
Adalya;SSH
Adamantius;SSH
Adansonia;LS
Adaptation;SSH
Adaptation, Learning, and Optimization;PS
Adapted Physical Activity Quarterly;HS
Adaptive Behavior;LS & SSH
Adaptive Human Behavior and Physiology;LS & SSH
ADB Economics Working Paper Series;SSH
Addiction;HS
Addiction Biology;LS & HS
Addiction Research and Theory;HS
Addiction Science & Clinical Practice;HS
Addictive Behaviors;LS, SSH & HS
Addictive Behaviors Reports;LS, SSH & HS
Addictive diseases;HS
Addictive Disorders and their Treatment;HS
Additive Manufacturing;PS
Additives for Polymers;SSH & PS
Adelaide Law Review;SSH
Adhaesion Kleben und Dichten;PS
ADHD Attention Deficit and Hyperactivity Disorders;SSH & HS
Adhesion Adhesives and Sealants;PS
Adhesive Technology;PS
Adhesives Age;PS
Ad-Hoc and Sensor Wireless Networks;PS
Adicciones;HS
Adiktologie;HS
Adipocyte;LS & HS
Adipocytes;LS & HS
Adler Museum bulletin;HS
Adli Tip Dergisi;HS
ADMET and DMPK;LS, PS & HS
Administratie si Management Public;SSH
Administration;SSH
Administration and Policy in Mental Health and Mental Health Services Research;HS
Administration and Society;SSH
Administration in Mental Health;HS
Administration in Social Work;SSH
Administrative Change;PS
Administrative Law Review;SSH
Administrative radiology : AR;HS
Administrative radiology journal : AR;HS
Administrative Science Quarterly;SSH
Administrative Sciences;SSH
Administrative Theory and Praxis;SSH
Adolescence;SSH
Adolescence education newsletter;HS
Adolescencia e Saude;HS
Adolescent and Pediatric Gynecology;HS
Adolescent Medicine;HS
Adolescent Medicine Clinics;HS
Adolescent Medicine: State of the Art Reviews;HS
Adolescent Psychiatry;HS
Adolescent Research Review;SSH & HS
Adoption & Fostering;SSH
Adoption Quarterly;SSH
Adsorption;PS
Adsorption Science and Technology;PS
Adult Education Quarterly;SSH
Adult Learning;SSH
Adults Learning Mathematics International Journal;SSH & PS
Adultspan Journal;SSH
Advance data;HS
Advance for NPs & PAs;HS
Advance for nurse practitioners;HS
Advance Journal of Food Science and Technology;LS & PS
Advanced Biology;LS & PS
Advanced Biomedical Engineering;LS & PS
Advanced Biosystems;LS & PS
Advanced Cement Based Materials;PS
Advanced Composite Materials;PS
Advanced Composites and Hybrid Materials;PS
Advanced Composites Bulletin;SSH & PS
Advanced Composites Letters;PS
Advanced Drug Delivery Reviews;LS
Advanced Electromagnetics;PS
Advanced Electronic Materials;PS
Advanced Emergency Nursing Journal;HS
Advanced Energy Conversion;PS
Advanced Energy Materials;PS
Advanced Engineering Informatics;PS
Advanced Engineering Materials;PS
Advanced Fuel Cell Technology;PS
Advanced Functional Materials;PS
Advanced Genetics;LS
Advanced healthcare materials;LS & PS
Advanced Imaging;PS
Advanced Industrial and Engineering Polymer Research;PS
Advanced Information and Knowledge Processing;SSH & PS
Advanced Information Technology;PS
Advanced Manufacturing Processes;PS
Advanced Manufacturing: Polymer and Composites Science;SSH & PS
Advanced Materials;PS
Advanced materials and manufacturing processes;PS
Advanced Materials and Processes;PS
Advanced Materials for Optics and Electronics;PS
Advanced Materials Interfaces;PS
Advanced Materials Letters;PS
Advanced Materials Research;PS
Advanced Materials Technologies;PS
Advanced Mathematical Models and Applications;PS
Advanced Modeling and Simulation in Engineering Sciences;PS
Advanced Nonlinear Studies;PS
Advanced Optical Materials;PS
Advanced Optical Technologies;PS
Advanced Packaging;PS
Advanced Performance Materials;PS
Advanced Pharmaceutical Bulletin;LS
Advanced Photonics;PS
Advanced Powder Technology;PS
Advanced practice nursing quarterly;HS
Advanced Quantum Technologies;PS
Advanced Robotics;PS
Advanced Science;LS, PS & HS
Advanced Science Letters;SSH & PS
Advanced Sciences and Technologies for Security Applications;SSH & PS
Advanced Series in Management;SSH
Advanced Series on Directions in High Energy Physics;PS
Advanced Series on Ocean Engineering;PS
Advanced Steel Construction;PS
Advanced Structural and Chemical Imaging;PS & HS
Advanced Structured Materials;PS
Advanced Studies in Contemporary Mathematics (Kyungshang);PS
Advanced Studies in Medicine;HS
Advanced Studies in Theoretical and Applied Econometrics;SSH
Advanced Studies in Theoretical Physics;PS
Advanced Sustainable Systems;PS
Advanced Synthesis and Catalysis;PS
Advanced Textbooks in Control and Signal Processing;SSH & PS
Advanced Theory and Simulations;PS
Advanced Therapeutics;LS & HS
Advanced Topics in Science and Technology in China;PS
Advanced Ultrasound in Diagnosis and Therapy;HS
Advancements in Energetic Materials and Chemical Propulsion;PS
Advancements in Life Sciences;LS & HS
Advances and Applications in Bioinformatics and Chemistry;LS & PS
Advances and Applications in Fluid Mechanics;PS
Advances and technical standards in neurosurgery;HS
Advances in 21st Century Human Settlements;SSH & PS
Advances in Accounting;SSH
Advances in Accounting Behavioral Research;SSH
Advances in Accounting Education: Teaching and Curriculum Innovations;SSH
Advances in Acoustics and Vibration;PS
Advances in Adaptive Data Analysis;PS
Advances in Aerodynamics;PS
Advances in African Economic, Social and Political Development;SSH
Advances in Agricultural Economic History;LS & SSH
Advances in Agriculture;LS
Advances in Agronomy;LS
Advances in Aircraft and Spacecraft Science;PS
Advances in Airline Economics;SSH & PS
Advances in Alcohol and Substance Abuse;HS
Advances in Alzheimer's Disease;HS
Advances in Anatomic Pathology;HS
Advances in Anatomy Embryology and Cell Biology;LS & HS
Advances in Anesthesia;HS
Advances in Animal and Veterinary Sciences;LS & HS
Advances in Antiviral Drug Design;LS & HS
Advances in Applied Business Strategy;SSH
Advances in Applied Ceramics;PS
Advances in Applied Clifford Algebras;PS
Advances in Applied Energy;PS
Advances in Applied Mathematics;PS
Advances in Applied Mathematics and Mechanics;PS
Advances in Applied Mechanics;PS
Advances in Applied Microbiology;LS
Advances in Applied Microeconomics;SSH
Advances in Applied Probability;PS
Advances in Appreciative Inquiry;SSH
Advances in Archaeological Practice;SSH
Advances in Architecture Series;PS
Advances in Asian Human-Environmental Research;SSH & PS
Advances in Astrobiology and Biogeophysics;LS & PS
Advances in Astronomy;PS
Advances in Atmospheric Sciences;PS
Advances in Atomic and Molecular Physics;PS
Advances in Atomic, Molecular and Optical Physics;PS
Advances in Austrian Economics;SSH
Advances in Autism;LS, SSH & HS
Advances in Behaviour Research and Therapy;HS
Advances in Biochemical Engineering;PS
Advances in Biochemical Engineering/Biotechnology;LS, PS & HS
Advances in Bioenergy;PS
Advances in Bioethics;HS
Advances in Bioinformatics;LS & PS
Advances in Biological Psychiatry;LS & HS
Advances in Biological Regulation;LS
Advances in biology of skin;HS
Advances in Biomedical Spectroscopy;HS
Advances in Biomembranes and Lipid Self-Assembly;LS & PS
Advances in Biophysics;LS
Advances in Botanical Research;LS
Advances in Breast Cancer;LS & HS
Advances in Building Energy Research;PS
Advances in Business and Management Forecasting;SSH
Advances in Business Marketing and Purchasing;SSH
Advances in Business Related Scientific Research Journal;SSH
Advances in Calculus of Variations;PS
Advances in Cancer Research;LS & HS
Advances in Carbohydrate Cchemistry;LS & PS
Advances in Carbohydrate Chemistry and Biochemistry;LS & PS
Advances in Cardiac Echo-Contrast;HS
Advances in cardiac surgery;HS
Advances in Cardiology;HS
Advances in Catalysis;PS
Advances in Cell Aging and Gerontology;LS & HS
Advances in Cell Biology;LS
Advances in Cellular and Molecular Biology of Membranes and Organelles;LS
Advances in Cement Research;PS
Advances in Chemical Engineering;PS
Advances in Chemical Physics;LS & PS
Advances in Chemical Pollution, Environmental Management and Protection;LS & PS
Advances in Chemistry Series;PS
Advances in chemotherapy;HS
Advances in child development and behavior;LS, SSH & HS
Advances in Chromatography;PS
Advances in Chronic Kidney Disease;HS
Advances in Civil Engineering;PS
Advances in Civil Engineering Materials;PS
Advances in Climate Change Research;PS
Advances in Clinical and Experimental Medicine;LS & HS
Advances in Clinical Chemistry;LS & PS
Advances in clinical pathology : the official journal of Adriatic Society of Pathology;HS
Advances in Cognitive Psychology;LS, SSH & HS
Advances in Colloid and Interface Science;PS
Advances in Combinatorics;PS
Advances in Comparative International Management;SSH
Advances in Complex Systems;PS
Advances in Computational Design;PS
Advances in Computational Mathematics;PS
Advances in Computer Vision and Pattern Recognition;PS
Advances in Computers;PS
Advances in Concrete Construction;PS
Advances in Condensed Matter Physics;PS
Advances in Consumer Research;SSH
Advances in Continuous and Discrete Models;PS
Advances in Contraception;HS
Advances in Contraceptive Delivery Systems;HS
Advances in Cryogenic Engineering;PS
Advances in Culture, Tourism and Hospitality Research;SSH
Advances in cyclic nucleotide and protein phosphorylation research;HS
Advances in cyclic nucleotide research;HS
Advances in Data Analysis and Classification;PS
Advances in Decision Sciences;PS
Advances in Delivery Science and Technology;LS
Advances in dental research;HS
Advances in Dermatology;HS
Advances in Developing Human Resources;SSH
Advances in Developmental Biology;LS
Advances in Developmental Biology (1992);LS
Advances in Developmental Biology and Biochemistry;LS
Advances in Difference Equations;PS
Advances in Differential Equations;PS
Advances in Digital Education and Lifelong Learning;SSH
Advances in DNA Sequence-Specific Agents;LS
Advances in Drug Research;LS
Advances in Dual Diagnosis;HS
Advances in Dynamical Systems and Applications;PS
Advances in Early Education and Day Care;SSH
Advances in Earth Oriented Applications of Space Technology;PS
Advances in E-Business Research Series;SSH & PS
Advances in Echo-Contrast;HS
Advances in Ecological Research;LS & PS
Advances in Ecological Sciences;LS & PS
Advances in Econometrics;SSH
Advances in Economic Analysis and Policy;SSH
Advances in Ecopolitics;PS
Advances in Education in Diverse Communities: Research, Policy and Praxis;SSH
Advances in Educational Administration;SSH
Advances in Electrical and Computer Engineering;PS
Advances in Electrical and Electronic Engineering;PS
Advances in Electronics and Electron Physics;PS
Advances in Engineering Education;SSH & PS
Advances in Engineering Software;PS
Advances in Engineering Software (1978);PS
Advances in Engineering Software and Workstations;PS
Advances in Entrepreneurship, Firm Emergence and Growth;SSH
Advances in Environmental Accounting and Management;SSH & PS
Advances in Environmental Biology;LS & PS
Advances in Environmental Research;PS
Advances in Environmental Technology;PS
Advances in Enzyme Regulation;LS
Advances in Enzymology and Related Areas of Molecular Biology;LS
Advances in enzymology and related subjects of biochemistry;HS
Advances in Experimental Biology;LS
Advances in Experimental Medicine and Biology;LS
Advances in Experimental Social Psychology;SSH
Advances in Exploration Geophysics;PS
Advances in Financial Economics;SSH
Advances in Fluid Mechanics;PS
Advances in Fluorine Science;PS
Advances in Food and Nutrition Research;LS
Advances in food research;LS & HS
Advances in Food Security and Sustainability;LS
Advances in Free Radical Biology and Medicine;LS
Advances in Fuel Cells;PS
Advances in Fuzzy Systems;PS
Advances in Gastrointestinal Cancers;LS & HS
Advances in Gender Research;SSH
Advances in Genetics;LS & HS
Advances in Genome Biology;LS
Advances in Geo-Energy Research;PS
Advances in Geometry;PS
Advances in Geophysical and Environmental Mechanics and Mathematics;PS
Advances in Geophysics;PS
Advances in Geosciences;PS
Advances in Gerontology;HS
Advances in gerontology = Uspekhi gerontologii / Rossiiskaia akademiia nauk, Gerontologicheskoe obshchestvo;HS
Advances in Global Change Research;PS
Advances in Global Leadership;SSH
Advances in Group Processes;SSH
Advances in Group Theory and Applications;PS
Advances in Health Care Management;HS
Advances in Health Economics and Health Services Research;SSH & HS
Advances in Health Sciences Education;SSH & HS
Advances in Heat Transfer;PS
Advances in Hematology;HS
Advances in Heterocyclic Chemistry;LS & PS
Advances in High Energy Physics;PS
Advances in High Performance Computing;PS
Advances in Horticultural Science;LS
Advances in Hospitality and Leisure;SSH
Advances in Hospitality and Tourism Research;SSH
Advances in Human Factors/Ergonomics;SSH
Advances in Human Performance and Cognitive Engineering Research;SSH
Advances in Human-Computer Interaction;PS
Advances in Imaging and Electron Physics;PS
Advances in Immunology;LS & HS
Advances in Industrial and Labor Relations;SSH
Advances in Industrial and Manufacturing Engineering;PS
Advances in Industrial Control;PS
Advances in Information Sciences and Service Sciences;PS
Advances in Information Security;PS
Advances in Inorganic Chemistry;PS
Advances in Inorganic Chemistry and Radiochemistry;PS
Advances in Insect Physiology;LS
Advances in Integrative Medicine;HS
Advances in Intelligent and Soft Computing;PS
Advances in Intelligent Systems and Computing;PS
